公开号,名称,关系
CN117703487A,北京科技大学,申请
CN117703487A,中国国家铁路集团有限公司,申请
CN117703487A,川藏铁路有限公司,申请
CN220625383U,广东中网电力有限公司,申请
CN117775324A,中铁七局集团西安铁路工程有限公司,申请
CN117775324A,中铁七局集团有限公司,申请
CN117309296A,西南交通大学,申请
CN117386432A,安徽理工大学,申请
CN116999747A,福建闽山消防有限公司,申请
CN117232945A,中铁第四勘察设计院集团有限公司,申请
CN117232945A,西南交通大学,申请
CN117232945A,江苏省交通工程建设局,申请
CN117514184A,深圳大学,申请
CN117514184A,中国水利水电第十四工程局有限公司,申请
CN117433377A,安徽亚浩智能科技有限公司,申请
CN116753025A,中铁二院昆明勘察设计研究院有限责任公司,申请
CN117544511A,新华三技术有限公司,申请
CN117090636A,中交基础设施养护集团宁夏工程有限公司,申请
CN117730569A,三星电子株式会社,申请
CN117725652A,中电建路桥集团有限公司,申请
CN117725652A,重庆大学,申请
CN218439450U,枣庄矿业（集团）有限责任公司蒋庄煤矿,申请
CN217981892U,北京桔灯地球物理勘探股份有限公司,申请
CN116658208A,湖南五新隧道智能装备股份有限公司,申请
CN116347726A,杭州无限环境设计工程有限公司,申请
CN117537170A,中国建筑第五工程局有限公司,申请
CN117556521A,中国国家铁路集团有限公司,申请
CN117556521A,深圳大学,申请
CN117666390A,长安大学,申请
CN219992312U,山东正晨科技股份有限公司,申请
CN219992312U,山东省交通规划设计院集团有限公司,申请
CN116181338A,深圳大学,申请
CN117077413A,中国国家铁路集团有限公司,申请
CN117077413A,石家庄铁道大学,申请
CN116366379A,北京百度网讯科技有限公司,申请
CN116363903A,浙江华东测绘与工程安全技术有限公司,申请
CN116052164A,内蒙古农业大学,申请
CN116859731A,燕山大学,申请
CN116859731A,吉林大学,申请
CN116859731A,中车长春轨道客车股份有限公司,申请
CN117711011A,航天宏图信息技术股份有限公司,申请
WO2022048553A1,SHANGHAI DROIDMEDS MEDICAL CO LTD,申请
CN307586080S,中铁长安重工有限公司,申请
CN117319490A,广东利通科技投资有限公司,申请
WO2022048554A1,SHANGHAI DROIDMEDS MEDICAL CO LTD,申请
CN116301387A,河北工业大学,申请
CN116359550A,上海大学,申请
CN116039697A,江苏今创交通设备有限公司,申请
CN116039697A,江苏今创车辆有限公司,申请
CN116827813A,广东云下汇金科技有限公司,申请
CN117474170A,中电建（广州）轨道交通建设有限公司,申请
CN117474170A,中电建铁路建设投资集团有限公司,申请
CN117474170A,广州地铁建设管理有限公司,申请
CN117009876A,长春光华学院,申请
CN116797017A,中铁十一局集团有限公司,申请
CN116797017A,中铁十一局集团城市轨道工程有限公司,申请
CN116797017A,福建工程学院,申请
WO2019114013A1,GUANGZHOU DEKE INVEST CONSULTING LTD,申请
CN116610123A,中铁十一局集团有限公司,申请
CN116610123A,中铁十一局集团第五工程有限公司,申请
CN116658247A,中煤第三建设（集团）有限责任公司,申请
CN116183719A,中国铁道科学研究院集团有限公司,申请
CN116183719A,中国铁道科学研究院集团有限公司铁道建筑研究所,申请
CN116167582A,广东电网有限责任公司广州供电局,申请
CN117722382A,北京交科公路勘察设计研究院有限公司,申请
WO2021135157A1,UNIV SHANDONG,申请
CN117439762A,中国工商银行股份有限公司,申请
CN116842841A,招商局重庆交通科研设计院有限公司,申请
CN116476888A,北京建筑大学,申请
CN116543118A,中交第二公路勘察设计研究院有限公司,申请
CN115944286A,深圳湃诺瓦医疗科技有限公司,申请
CN116610991A,安徽理工大学,申请
CN117754538A,上海同岩土木工程科技股份有限公司,申请
CN117527731A,珠海星云智联科技有限公司,申请
CN218509535U,丽水全智电子科技有限公司,申请
CN217508802U,湖南绿道节能环保科技有限公司,申请
CN308077841S,中铁建申昊科技(上海)有限公司,申请
CN217466520U,西南交通大学,申请
CN217466520U,中国建筑第五工程局有限公司,申请
CN217466520U,中建隧道建设有限公司,申请
CN217466520U,中国建设基础设施有限公司,申请
CN217466520U,云南省交通规划设计研究院有限公司,申请
CN116988817A,湖南五新隧道智能装备股份有限公司,申请
CN116352675A,杭州杰通工程技术有限公司,申请
CN116203584A,中国国家铁路集团有限公司,申请
CN116203584A,中国铁道科学研究院集团有限公司,申请
CN116203584A,中国铁道科学研究院集团有限公司铁道建筑研究所,申请
CN116595860A,西南交通大学,申请
CN116595860A,中国建筑第五工程局有限公司,申请
CN116595860A,中建隧道建设有限公司,申请
CN116595860A,中国建设基础设施有限公司,申请
CN116595860A,云南省交通规划设计研究院有限公司,申请
CN116624181A,中铁十一局集团有限公司,申请
CN116624181A,中铁十一局集团第五工程有限公司,申请
CN117521485A,西南交通大学,申请
CN115762184A,江西方兴科技股份有限公司,申请
CN116398177A,洛阳高飞桥隧机械股份有限公司,申请
CN117666046A,国网江苏省电力有限公司南京供电分公司,申请
WO2021000372A1,INST OF MICROELECTRONICS CAS,申请
CN117351241A,中交路桥科技有限公司,申请
CN218734989U,重庆灿远科技有限公司,申请
CN217462248U,成都大学,申请
CN220173346U,四川省交通建设集团有限责任公司,申请
CN116801451A,江西路通科技有限公司,申请
CN116522231A,成都理工大学,申请
CN117715275A,浙江乐思达消防电器有限公司,申请
CN219390466U,湖北华远窑炉有限公司,申请
CN116776444A,华南理工大学,申请
CN218973527U,广西交科集团有限公司,申请
CN307610578S,浙江星宗新能源科技有限公司,申请
CN117368631A,陕西新煋信息技术有限公司,申请
CN116330247A,中吉创新技术（深圳）有限公司,申请
CN117185125A,中建安装集团有限公司,申请
CN117185125A,中建轨道电气化工程有限公司,申请
CN218976849U,交通运输部公路科学研究所,申请
CN218976849U,北京交跃通达检测科技有限公司,申请
CN116319105A,北京中鼎昊硕科技有限责任公司,申请
CN117027947A,天津华能杨柳青热电有限责任公司,申请
CN117027947A,清华大学,申请
CN117027947A,西安热工研究院有限公司,申请
CN117027947A,中国华能集团有限公司,申请
CN117649448A,云南省交通规划设计研究院股份有限公司,申请
CN117196921A,南京先智数字科技有限公司,申请
CN116915862A,中国移动通信集团有限公司,申请
CN116915862A,中国移动通信有限公司研究院,申请
CN116846954A,国家石油天然气管网集团有限公司科学技术研究总院分公司,申请
CN116846954A,国家石油天然气管网集团有限公司,申请
CN117517061A,中铁十一局集团有限公司,申请
CN117517061A,武汉大学,申请
CN117517061A,中国科学院武汉岩土力学研究所,申请
CN220491432U,济南瑞源智能城市开发有限公司,申请
CN117018514A,应急管理部四川消防研究所,申请
CN217932864U,广西新发展交通集团有限公司,申请
CN217932864U,招商局重庆交通科研设计院有限公司,申请
CN116066147A,江苏宝利路面材料技术有限公司,申请
CN116066147A,江苏宝利国际投资股份有限公司,申请
CN116055206A,北京百度网讯科技有限公司,申请
CN116579424A,中国国家铁路集团有限公司,申请
CN116579424A,中国铁道科学研究院集团有限公司,申请
CN116579424A,中国铁道科学研究院集团有限公司铁道建筑研究所,申请
CN117309903A,青岛峻海物联科技有限公司,申请
CN117641274A,广西电网有限责任公司柳州供电局,申请
CN117072240A,西南交通大学,申请
CN117688640A,东南大学,申请
CN308198232S,山东奥邦交通设施工程有限公司,申请
CN117420558A,上海市建筑科学研究院有限公司,申请
CN219943378U,无锡牧宇智能科技有限公司,申请
CN220598010U,中铁一局集团新运工程有限公司,申请
CN220598010U,中铁一局集团有限公司,申请
CN220598010U,河南博洋轨道装备有限公司,申请
CN219387896U,中铁十六局集团第五工程有限公司,申请
CN219387896U,中铁十六局集团有限公司,申请
CN117784856A,中交路桥建设有限公司,申请
CN117784856A,北京交通大学,申请
CN117346614A,北京科技大学,申请
CN117346614A,重庆中环建设有限公司,申请
CN116432288A,中铁二院工程集团有限责任公司,申请
CN116697843A,中交三航局南方工程有限公司,申请
CN116697843A,中交第三航务工程局有限公司江苏分公司,申请
CN116697843A,中交第三航务工程局有限公司阳江分公司,申请
CN116697843A,中交第三航务工程局有限公司,申请
CN117677000A,武汉微创光电股份有限公司,申请
CN219208792U,北京中消睿安科技发展有限公司,申请
CN219319020U,湖北华远窑炉有限公司,申请
CN117646600A,中电建路桥集团有限公司,申请
CN117289285A,上海久聚海洋工程技术有限公司,申请
CN117289285A,中船第九设计研究院工程有限公司,申请
CN117082698A,深圳大学,申请
CN117459228A,梵迩佳智能科技有限公司,申请
CN116575854A,东北大学,申请
CN117434498A,品茗科技股份有限公司,申请
CN220199463U,安徽彭工智能装备科技有限公司,申请
CN116484570A,中国国家铁路集团有限公司,申请
CN116484570A,东北大学,申请
CN117544581A,英特尔公司,申请
WO2020199290A1,UNIV SHANDONG,申请
CN117202444A,北京星侍科技有限公司,申请
WO2023178837A1,GUIZHOU TRANSP PLANNING SURVEY AND DESIGN INSTITUTE CO LTD,申请
CN117745124A,交通运输部规划研究院,申请
CN117392851A,重庆交通大学,申请
CN218703227U,宝鸡中车时代工程机械有限公司,申请
CN117713971A,四川路桥建设集团交通工程有限公司,申请
CN117713971A,江苏博崴特电子科技有限责任公司,申请
CN217414033U,云南酷联科技有限公司,申请
CN117288510A,中铁隧道局集团有限公司,申请
CN117288510A,盾构及掘进技术国家重点实验室,申请
CN117640503A,北京天维信通科技股份有限公司,申请
CN116794979A,西南交通大学,申请
CN117574479A,福州轨道交通设计院有限公司,申请
CN117781999A,武汉未来幻影科技有限公司,申请
CN218322418U,丁隆基,申请
CN116591748A,宁波市海曙区交通投资建设有限公司,申请
CN116591748A,宁波交通工程建设集团有限公司,申请
WO2023164786A1,MENG WEIPING,申请
CN117539301A,银川英奥特自控股份有限公司,申请
CN117539301A,山西省交通运输安全应急保障技术中心（有限公司）,申请
CN116804372A,北京科技大学,申请
CN116804372A,中国铁道科学研究院集团有限公司节能环保劳卫研究所,申请
CN116804372A,中国国家铁路集团有限公司,申请
CN116804372A,中国铁道科学研究院集团有限公司,申请
CN218644297U,长沙威肯多智能科技有限公司,申请
CN116782463A,国重（昆山）航空智能科技有限责任公司,申请
CN116927859A,北京科技大学,申请
CN116927859A,中国铁道科学研究院集团有限公司节能环保劳卫研究所,申请
CN116927859A,中国国家铁路集团有限公司,申请
CN116927859A,中国铁道科学研究院集团有限公司,申请
CN218920490U,北京尚行德智软件技术有限公司,申请
CN218976739U,南京城铁信息技术有限公司,申请
CN116084424A,广东省第一建筑工程有限公司,申请
CN116291520A,中建五局土木工程有限公司,申请
CN308401634S,中铁科学研究院有限公司,申请
CN308401634S,四川铁科建设监理有限公司,申请
CN116721214A,杭州同睿工程科技有限公司,申请
CN117275308A,中铁隧道局集团有限公司,申请
CN117275308A,盾构及掘进技术国家重点实验室,申请
CN116907329A,湖南大学,申请
CN116343029A,腾讯科技（深圳）有限公司,申请
CN117580218A,中山尚起照明科技有限公司,申请
CN115950485A,中国建筑第七工程局有限公司,申请
CN116844316A,重庆长安汽车股份有限公司,申请
CN117266872A,山西天地煤机装备有限公司,申请
CN117266872A,中国煤炭科工集团太原研究院有限公司,申请
CN116394978A,厦门理工学院,申请
CN116752346A,武汉纺织大学,申请
CN116863134A,河南省城乡规划设计研究总院股份有限公司,申请
CN219417250U,武汉市市政建设集团有限公司,申请
CN117605981A,横店集团得邦照明股份有限公司,申请
CN116564095A,重庆大学,申请
CN117708669A,国网湖北省电力有限公司武汉供电公司,申请
CN307987566S,诠航科技有限公司,申请
